nrg_bal,siec,unit,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 
FC_OTH_HH_E_OE,E7000,TJ,PL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,E7000,TJ,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,E7000,TJ,SE	24750.000 	28551.600 	32313.600 	35294.400 	34884.000 	35654.400 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,E7000,TJ,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,E7000,TJ,UA	: 	254.988 	255.395 	251.208 	229.860 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,E7000,TJ,XK	150.714 	136.508 	127.199 	123.710 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,G3000,TJ,BE	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,G3000,TJ,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,G3000,TJ,EA19	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,G3000,TJ,EU27_2020	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,G3000,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,G3000,TJ,PL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,G3000,TJ,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,G3000,TJ,SE	: 	: 	: 	: 	: 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,G3000,TJ,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,G3000,TJ_GCV,BE	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,G3000,TJ_GCV,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,G3000,TJ_GCV,EA19	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,G3000,TJ_GCV,EU27_2020	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,G3000,TJ_GCV,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,G3000,TJ_GCV,PL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,G3000,TJ_GCV,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,G3000,TJ_GCV,SE	: 	: 	: 	: 	: 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,G3000,TJ_GCV,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,G3200,THS_T,EA19	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,G3200,TJ,EA19	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,H8000,TJ,BE	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,H8000,TJ,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,H8000,TJ,EA19	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,H8000,TJ,EU27_2020	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,H8000,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,H8000,TJ,PL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,H8000,TJ,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,H8000,TJ,SE	: 	: 	: 	: 	: 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,H8000,TJ,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4000,THS_T,BE	23.400 	23.400 	23.400 	23.200 	23.200 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4000,THS_T,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4000,THS_T,DE	106.000 	106.000 	107.000 	100.000 	106.000 	103.000 	102.000 	103.000 	103.000 	105.000 	106.000 
FC_OTH_HH_E_OE,O4000,THS_T,DK	18.688 	21.865 	23.401 	7.977 	7.930 	7.906 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4000,THS_T,EA19	182.498 	185.598 	188.598 	200.294 	208.302 	179.101 	131.868 	179.877 	216.863 	213.684 	231.088 
FC_OTH_HH_E_OE,O4000,THS_T,ES	3.000 	5.000 	5.000 	22.000 	21.000 	16.000 	22.000 	69.000 	106.000 	100.000 	114.000 
FC_OTH_HH_E_OE,O4000,THS_T,EU27_2020	201.186 	207.463 	211.999 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4000,THS_T,FI	43.000 	44.000 	46.000 	48.000 	51.000 	53.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4000,THS_T,LV	7.098 	7.098 	7.098 	7.094 	7.098 	7.098 	7.863 	7.863 	7.841 	7.863 	7.863 
FC_OTH_HH_E_OE,O4000,THS_T,PL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4000,THS_T,PT	0.000 	0.100 	0.100 	0.000 	0.000 	0.000 	0.000 	1.000 	0.000 	1.000 	1.000 
FC_OTH_HH_E_OE,O4000,THS_T,SE	: 	: 	: 	: 	: 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4000,THS_T,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4000,THS_T,XK	4.719 	4.611 	10.469 	5.000 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4000,TJ,BE	1011.529 	999.840 	1000.883 	992.035 	992.013 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4000,TJ,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4000,TJ,DE	4539.868 	4539.812 	4583.057 	4282.399 	4540.965 	4383.002 	4481.751 	4427.921 	4426.345 	4515.510 	4556.489 
FC_OTH_HH_E_OE,O4000,TJ,DK	805.753 	942.210 	: 	333.981 	332.013 	331.008 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4000,TJ,EA19	7848.727 	7963.324 	8093.617 	8626.426 	8940.119 	7638.036 	5800.409 	7857.060 	9527.666 	9377.396 	10149.234 
FC_OTH_HH_E_OE,O4000,TJ,ES	133.965 	223.275 	223.275 	982.776 	939.199 	712.545 	984.335 	3094.413 	4767.168 	4490.917 	5113.975 
FC_OTH_HH_E_OE,O4000,TJ,EU27_2020	8654.480 	8905.535 	8093.617 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4000,TJ,FI	1861.771 	1894.244 	1980.254 	2067.792 	2198.967 	2283.770 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4000,TJ,LV	301.594 	301.594 	301.594 	301.424 	301.594 	301.594 	334.099 	334.099 	333.164 	334.099 	334.099 
FC_OTH_HH_E_OE,O4000,TJ,PL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4000,TJ,PT	0.000 	4.559 	4.553 	0.000 	0.000 	0.000 	0.000 	45.564 	0.000 	45.455 	45.336 
FC_OTH_HH_E_OE,O4000,TJ,SE	: 	: 	: 	: 	: 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4000,TJ,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4000,TJ,XK	188.760 	184.440 	418.760 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4630,THS_T,BE	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4630,THS_T,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4630,THS_T,DK	4.488 	4.665 	4.875 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4630,THS_T,EA19	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4630,THS_T,EU27_2020	4.488 	4.665 	4.875 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4630,THS_T,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,O4630,THS_T,PL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4630,THS_T,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,O4630,THS_T,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4630,THS_T,XK	: 	: 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4669,THS_T,BE	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4669,THS_T,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4669,THS_T,DE	6.000 	6.000 	7.000 	0.000 	6.000 	3.000 	2.000 	3.000 	3.000 	5.000 	6.000 
FC_OTH_HH_E_OE,O4669,THS_T,EA19	6.000 	6.100 	7.100 	0.000 	6.000 	3.000 	2.000 	3.000 	3.000 	5.000 	6.000 
FC_OTH_HH_E_OE,O4669,THS_T,EU27_2020	6.000 	6.100 	7.100 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4669,THS_T,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,O4669,THS_T,PL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4669,THS_T,PT	0.000 	0.100 	0.100 	0.000 	0.000 	0.000 	0.000 	1.000 	0.000 	1.000 	1.000 
FC_OTH_HH_E_OE,O4669,THS_T,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4669,TJ,BE	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4669,TJ,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4669,TJ,DE	256.800 	256.800 	299.600 	0.000 	256.800 	128.400 	85.600 	128.400 	128.400 	214.000 	256.800 
FC_OTH_HH_E_OE,O4669,TJ,EA19	256.800 	261.175 	303.975 	0.000 	256.800 	128.400 	85.600 	128.400 	128.400 	214.000 	256.800 
FC_OTH_HH_E_OE,O4669,TJ,EU27_2020	256.800 	261.175 	303.975 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4669,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,O4669,TJ,PT	0.000 	4.375 	4.375 	0.000 	0.000 	0.000 	0.000 	43.750 	0.000 	43.750 	43.750 
FC_OTH_HH_E_OE,O4671,THS_T,BE	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4671,THS_T,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4671,THS_T,EA19	2.095 	2.095 	2.095 	2.094 	2.098 	2.098 	1.859 	1.859 	1.859 	1.859 	1.859 
FC_OTH_HH_E_OE,O4671,THS_T,EU27_2020	2.095 	2.095 	2.095 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4671,THS_T,LV	2.095 	2.095 	2.095 	2.094 	2.098 	2.098 	1.859 	1.859 	1.859 	1.859 	1.859 
FC_OTH_HH_E_OE,O4671,THS_T,PL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4671,THS_T,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,O4671,THS_T,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4671,THS_T,XK	4.719 	4.611 	10.469 	5.000 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4671,TJ,BE	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4671,TJ,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4671,TJ,EA19	89.017 	89.017 	89.017 	88.974 	89.144 	89.144 	78.989 	78.989 	78.989 	78.989 	78.989 
FC_OTH_HH_E_OE,O4671,TJ,EU27_2020	89.017 	89.017 	89.017 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4671,TJ,LV	89.017 	89.017 	89.017 	88.974 	89.144 	89.144 	78.989 	78.989 	78.989 	78.989 	78.989 
FC_OTH_HH_E_OE,O4671,TJ,PL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,O4671,TJ,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,O4671,TJ,XK	188.760 	184.440 	418.760 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,R5110-5150_W6000RI,TJ,BE	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,R5110-5150_W6000RI,TJ,CY	6.437 	8.309 	7.668 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,R5110-5150_W6000RI,TJ,CZ	390.654 	399.779 	381.126 	349.501 	362.688 	300.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,R5110-5150_W6000RI,TJ,EA19	6606.437 	6633.309 	6624.668 	6607.000 	6587.000 	6499.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,R5110-5150_W6000RI,TJ,EU27_2020	6997.091 	7033.088 	7005.794 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,R5110-5150_W6000RI,TJ,FI	6600.000 	6625.000 	6617.000 	6607.000 	6587.000 	6499.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,R5110-5150_W6000RI,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,R5110-5150_W6000RI,TJ,PL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,R5110-5150_W6000RI,TJ,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,R5110-5150_W6000RI,TJ,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,R5300,TJ,BE	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,R5300,TJ,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,R5300,TJ,EA19	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,R5300,TJ,EU27_2020	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,R5300,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,R5300,TJ,PL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,R5300,TJ,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,R5300,TJ,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA000,TJ,BE	846.800 	588.900 	527.400 	1046.000 	829.200 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA000,TJ,CY	306.010 	257.555 	258.792 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA000,TJ,CZ	771.066 	759.828 	690.548 	403.215 	415.623 	349.056 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA000,TJ,DE	5056.000 	6848.000 	7328.000 	7104.000 	6624.000 	7488.000 	7360.000 	7520.000 	7808.000 	7328.000 	7200.000 
FC_OTH_HH_E_OE,RA000,TJ,EA19	13103.050 	14609.455 	15021.192 	15044.150 	7105.120 	6782.650 	270.000 	270.000 	270.000 	270.000 	270.000 
FC_OTH_HH_E_OE,RA000,TJ,EU27_2020	13874.116 	15369.283 	15711.740 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA000,TJ,FI	6600.000 	6625.000 	6617.000 	6607.000 	6587.000 	6499.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA000,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,RA000,TJ,NL	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 
FC_OTH_HH_E_OE,RA000,TJ,PL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA000,TJ,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,RA000,TJ,SE	: 	: 	: 	: 	: 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA000,TJ,SK	24.240 	20.000 	20.000 	17.150 	13.720 	13.650 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA000,TJ,XK	: 	: 	: 	4.000 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA410,TJ,BE	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA410,TJ,CZ	69.590 	69.815 	62.081 	53.714 	52.935 	49.056 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA410,TJ,EA19	24.240 	20.000 	20.000 	17.150 	13.720 	13.650 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,RA410,TJ,EU27_2020	93.830 	89.815 	82.081 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA410,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,RA410,TJ,PL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA410,TJ,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,RA410,TJ,SK	24.240 	20.000 	20.000 	17.150 	13.720 	13.650 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA410,TJ,XK	: 	: 	: 	4.000 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA600,TJ,BE	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA600,TJ,CZ	310.822 	290.234 	247.341 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA600,TJ,EA19	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA600,TJ,EU27_2020	310.822 	290.234 	247.341 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,RA600,TJ,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,BE	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,EA19	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,EU27_2020	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,PL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,SE	: 	: 	: 	: 	: 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,BE	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,EA19	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,EU27_2020	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,PL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,TOTAL,TJ,AT	8581.010 	8738.449 	8550.713 	8577.940 	8508.568 	6503.231 	5004.958 	5180.148 	6021.994 	6848.532 	7151.735 
FC_OTH_HH_E_OE,TOTAL,TJ,BE	1858.329 	1588.740 	1528.283 	2038.035 	1821.213 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,TOTAL,TJ,CY	306.010 	257.555 	258.792 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,TOTAL,TJ,CZ	5007.463 	4842.750 	4749.908 	4434.265 	4478.209 	4381.056 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,TOTAL,TJ,DE	26019.068 	27747.278 	28105.898 	27882.827 	27279.537 	28406.014 	28487.726 	29047.445 	24564.345 	24137.510 	27060.089 
FC_OTH_HH_E_OE,TOTAL,TJ,DK	899.752 	1035.209 	92.999 	426.980 	424.015 	423.010 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,TOTAL,TJ,EA19	68514.117 	71240.578 	71937.973 	73255.223 	65469.135 	62169.862 	27721.341 	30406.733 	28149.660 	28789.928 	32874.569 
FC_OTH_HH_E_OE,TOTAL,TJ,ES	133.965 	223.275 	223.275 	982.776 	939.199 	712.545 	984.335 	3094.413 	4767.168 	4490.917 	5113.975 
FC_OTH_HH_E_OE,TOTAL,TJ,EU27_2020	99171.332 	105670.137 	109094.479 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,TOTAL,TJ,FI	12889.771 	12940.044 	13007.254 	13073.992 	13188.767 	12807.570 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,TOTAL,TJ,IE	1165.180 	1084.500 	1086.761 	1065.125 	1044.583 	1045.645 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,TOTAL,TJ,IT	16929.371 	18029.520 	18548.640 	18975.287 	19288.717 	19576.800 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,TOTAL,TJ,LV	301.594 	301.594 	301.594 	301.424 	301.594 	301.594 	334.099 	334.099 	333.164 	334.099 	334.099 
FC_OTH_HH_E_OE,TOTAL,TJ,MT	35.579 	35.064 	32.209 	70.668 	64.656 	63.688 	: 	: 	: 	: 	: 
FC_OTH_HH_E_OE,TOTAL,TJ,NL	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 
